lat,lon,lst_start,lst_end,change_C
62.55,-137.55,15.79,21.85,6.060000000000002
62.55,-136.75,18.27,23.5,5.23
62.55,-135.95,16.89,24.61,7.719999999999999
62.55,-135.15,16.89,23.23,6.34
62.55,-134.35,14.13,21.3,7.17
62.55,-133.55,15.24,21.85,6.610000000000001
62.55,-132.75,15.51,22.4,6.889999999999999
62.55,-131.95,14.41,22.13,7.719999999999999
62.55,-131.15,16.89,23.5,6.609999999999999
62.55,-130.35,16.06,21.3,5.240000000000002
62.55,-129.55,16.34,21.57,5.23
62.55,-128.75,18.27,24.06,5.789999999999999
62.55,8.05,8.07,13.31,5.24
63.35,-144.75,8.07,14.13,6.0600000000000005
63.35,-143.95,13.31,19.09,5.779999999999999
63.35,-143.15,17.17,23.23,6.059999999999999
63.35,-142.35,16.34,21.85,5.510000000000002
63.35,-141.55,15.51,24.88,9.37
63.35,-140.75,17.72,24.33,6.609999999999999
63.35,-139.95,13.58,22.4,8.819999999999999
63.35,-139.15,16.89,23.5,6.609999999999999
63.35,-138.35,17.72,24.88,7.16
63.35,-137.55,18.82,27.64,8.82
63.35,-136.75,16.61,23.5,6.890000000000001
63.35,-135.95,13.86,21.3,7.440000000000001
63.35,-135.15,16.06,22.68,6.620000000000001
63.35,-134.35,15.51,22.68,7.17
63.35,-133.55,14.13,22.68,8.549999999999999
63.35,-132.75,14.69,22.4,7.709999999999999
63.35,-131.95,16.34,23.5,7.16
63.35,-131.15,15.79,21.85,6.060000000000002
63.35,-130.35,14.96,21.3,6.34
63.35,-129.55,16.61,23.23,6.620000000000001
63.35,-128.75,16.06,22.13,6.07
63.35,-127.95,16.34,22.4,6.059999999999999
63.35,-95.95,18.27,23.5,5.23
64.15,-146.35,17.44,22.68,5.239999999999998
64.15,-145.55,16.61,21.85,5.240000000000002
64.15,-143.15,14.69,21.85,7.160000000000002
64.15,-142.35,15.79,22.4,6.609999999999999
64.15,-141.55,16.89,22.95,6.059999999999999
64.15,-140.75,17.99,23.23,5.240000000000002
64.15,-139.95,16.34,22.95,6.609999999999999
64.15,-139.15,17.72,24.06,6.34
64.15,-138.35,17.99,24.06,6.07
64.15,-137.55,14.96,22.95,7.989999999999998
64.15,-136.75,14.96,22.13,7.169999999999998
64.15,-135.95,15.79,23.23,7.440000000000001
64.15,-135.15,14.69,23.5,8.81
64.15,-134.35,15.51,24.33,8.819999999999999
64.15,-133.55,14.41,22.13,7.719999999999999
64.15,-132.75,15.79,24.33,8.54
64.15,-131.95,14.41,22.68,8.27
64.15,-131.15,15.79,22.68,6.890000000000001
64.15,-130.35,13.03,20.47,7.4399999999999995
64.15,-129.55,16.89,22.95,6.059999999999999
64.15,-95.95,14.13,20.2,6.0699999999999985
64.15,-95.15,1.73,7.24,5.51
64.15,10.45,13.86,19.37,5.510000000000002
64.95,-145.55,16.06,22.68,6.620000000000001
64.95,-144.75,14.69,22.68,7.99
64.95,-143.95,16.06,22.13,6.07
64.95,-143.15,16.34,21.85,5.510000000000002
64.95,-142.35,16.34,22.95,6.609999999999999
64.95,-141.55,17.17,24.06,6.889999999999997
64.95,-139.95,18.54,25.43,6.890000000000001
64.95,-139.15,18.82,24.06,5.239999999999998
64.95,-138.35,20.2,25.43,5.23
64.95,-137.55,17.99,24.88,6.890000000000001
64.95,-136.75,19.37,25.43,6.059999999999999
64.95,-135.95,18.27,24.33,6.059999999999999
64.95,-135.15,14.41,20.47,6.059999999999999
64.95,-134.35,16.34,21.85,5.510000000000002
64.95,-132.75,16.34,22.68,6.34
64.95,-131.95,16.61,23.78,7.170000000000002
64.95,-131.15,17.99,23.78,5.790000000000003
64.95,-130.35,14.96,21.57,6.609999999999999
64.95,-129.55,16.06,22.13,6.07
64.95,-128.75,19.37,24.61,5.239999999999998
64.95,-127.95,17.99,24.06,6.07
64.95,-127.15,21.02,26.54,5.52
64.95,-124.75,21.85,30.39,8.54
65.75,-146.35,16.06,22.4,6.34
65.75,-145.55,17.99,25.16,7.170000000000002
65.75,-144.75,17.44,22.95,5.509999999999998
65.75,-143.15,18.82,24.06,5.239999999999998
65.75,-141.55,18.82,24.06,5.239999999999998
65.75,-138.35,20.47,25.71,5.240000000000002
65.75,-135.15,19.92,25.71,5.789999999999999
65.75,-134.35,21.3,27.64,6.34
65.75,-133.55,19.92,25.98,6.059999999999999
65.75,-132.75,20.2,26.26,6.060000000000002
65.75,-131.95,19.09,26.81,7.719999999999999
65.75,-131.15,18.82,25.16,6.34
65.75,-130.35,21.3,27.09,5.789999999999999
65.75,54.45,17.44,23.5,6.059999999999999
66.55,-143.15,17.72,25.16,7.440000000000001
66.55,-142.35,19.65,25.43,5.780000000000001
66.55,-140.75,17.99,23.5,5.510000000000002
66.55,-139.95,16.89,23.78,6.890000000000001
66.55,-139.15,17.99,24.06,6.07
66.55,-138.35,19.65,25.16,5.510000000000002
66.55,-135.95,20.75,26.26,5.510000000000002
66.55,-135.15,19.92,25.43,5.509999999999998
66.55,-134.35,19.92,25.98,6.059999999999999
66.55,-98.35,14.41,19.65,5.239999999999998
66.55,-92.75,13.03,18.54,5.51
66.55,-90.35,11.1,17.44,6.340000000000002
66.55,14.45,3.94,16.34,12.4
66.55,15.25,11.38,19.09,7.709999999999999
66.55,16.85,12.48,17.72,5.239999999999998
66.55,163.25,17.99,23.5,5.510000000000002
66.55,164.05,19.09,24.33,5.239999999999998
67.35,-154.35,12.48,18.54,6.059999999999999
67.35,-151.15,14.41,21.02,6.609999999999999
67.35,-148.75,17.17,22.68,5.509999999999998
67.35,-147.15,17.17,22.4,5.229999999999997
67.35,-144.75,17.99,23.5,5.510000000000002
67.35,-143.95,19.37,24.61,5.239999999999998
67.35,-143.15,18.54,24.88,6.34
67.35,-142.35,18.82,24.06,5.239999999999998
67.35,-141.55,17.72,24.88,7.16
67.35,-140.75,16.34,25.16,8.82
67.35,-139.95,19.65,25.98,6.330000000000002
67.35,-139.15,18.82,26.54,7.719999999999999
67.35,-138.35,19.37,26.54,7.169999999999998
67.35,-137.55,21.57,27.09,5.52
67.35,-135.95,20.2,25.43,5.23
67.35,-135.15,21.57,27.64,6.07
67.35,-134.35,20.2,25.43,5.23
67.35,-132.75,20.47,25.71,5.240000000000002
67.35,-131.95,19.09,25.16,6.07
67.35,-131.15,20.2,30.39,10.190000000000001
67.35,-130.35,21.57,27.09,5.52
67.35,-129.55,21.02,27.09,6.07
67.35,-128.75,20.47,26.81,6.34
67.35,-127.15,19.37,25.43,6.059999999999999
67.35,-125.55,19.37,24.88,5.509999999999998
67.35,-91.95,13.31,18.54,5.229999999999999
67.35,16.05,5.04,13.31,8.27
67.35,153.65,16.34,22.68,6.34
67.35,156.85,19.09,24.33,5.239999999999998
67.35,163.25,19.92,26.81,6.889999999999997
67.35,164.85,18.82,24.61,5.789999999999999
67.35,165.65,19.65,25.43,5.780000000000001
67.35,166.45,17.72,24.33,6.609999999999999
68.15,-154.35,12.2,18.82,6.620000000000001
68.15,-153.55,11.38,17.72,6.339999999999998
68.15,-141.55,19.09,24.61,5.52
68.15,-140.75,18.54,24.61,6.07
68.15,-139.95,17.72,24.33,6.609999999999999
68.15,-139.15,18.54,24.61,6.07
68.15,-138.35,19.92,27.36,7.439999999999998
68.15,-137.55,18.54,25.16,6.620000000000001
68.15,-136.75,16.61,24.06,7.449999999999999
68.15,-132.75,20.2,25.98,5.780000000000001
68.15,-131.15,20.2,26.26,6.060000000000002
68.15,-130.35,19.92,25.98,6.059999999999999
68.15,-129.55,21.57,27.64,6.07
68.15,-128.75,22.13,28.46,6.330000000000002
68.15,-125.55,21.57,27.09,5.52
68.15,-91.95,14.13,19.65,5.519999999999998
68.15,16.05,13.86,19.09,5.23
68.15,16.85,10.55,16.34,5.789999999999999
68.15,18.45,10.55,16.89,6.34
68.15,21.65,15.79,21.57,5.780000000000001
68.15,25.65,16.06,21.3,5.240000000000002
68.15,162.45,17.44,22.95,5.509999999999998
68.15,163.25,15.79,21.3,5.510000000000002
68.15,164.05,16.34,22.95,6.609999999999999
68.15,164.85,17.99,24.88,6.890000000000001
68.15,166.45,18.82,24.61,5.789999999999999
68.15,167.25,18.54,24.88,6.34
68.15,168.05,17.72,24.61,6.890000000000001
68.15,169.65,18.27,24.88,6.609999999999999
68.15,171.25,19.37,24.88,5.509999999999998
68.15,172.05,18.82,24.61,5.789999999999999
68.15,172.85,16.61,24.06,7.449999999999999
68.15,173.65,17.99,23.78,5.790000000000003
68.15,174.45,17.72,23.5,5.780000000000001
68.15,176.85,16.89,22.4,5.509999999999998
68.95,-142.35,17.17,22.4,5.229999999999997
68.95,-140.75,19.65,25.16,5.510000000000002
68.95,-139.95,19.37,24.88,5.509999999999998
68.95,-139.15,21.3,26.81,5.509999999999998
68.95,-131.95,19.92,25.16,5.239999999999998
68.95,17.65,13.03,19.09,6.0600000000000005
68.95,18.45,12.48,17.99,5.509999999999998
68.95,19.25,11.65,18.27,6.619999999999999
68.95,20.05,10.28,18.27,7.99
68.95,164.05,19.37,24.88,5.509999999999998
68.95,165.65,16.89,22.95,6.059999999999999
68.95,166.45,17.99,24.61,6.620000000000001
68.95,172.85,18.27,23.5,5.23
69.75,18.45,10.28,16.34,6.0600000000000005
69.75,19.25,12.76,18.82,6.0600000000000005
69.75,20.05,6.69,12.48,5.79
69.75,21.65,12.2,18.82,6.620000000000001
69.75,22.45,12.2,20.47,8.27
69.75,23.25,13.58,20.47,6.889999999999999
69.75,24.05,14.96,21.02,6.059999999999999
69.75,27.25,16.61,22.13,5.52
69.75,152.05,16.34,21.57,5.23
69.75,152.85,14.69,20.75,6.0600000000000005
70.55,22.45,12.48,18.54,6.059999999999999
70.55,26.45,13.31,19.92,6.610000000000001
70.55,27.25,13.58,19.37,5.790000000000001
72.15,88.05,14.69,20.2,5.51
72.15,88.85,14.69,20.2,5.51
72.95,90.45,13.86,21.02,7.16
72.95,91.25,13.58,18.82,5.24
73.75,56.85,6.14,11.38,5.240000000000001
73.75,88.05,12.2,17.72,5.52
73.75,92.85,10.0,16.61,6.609999999999999
74.55,58.45,5.59,11.1,5.51
74.55,91.25,11.65,17.99,6.339999999999998
74.55,92.05,12.2,17.44,5.240000000000002
74.55,92.85,11.1,16.61,5.51
75.35,96.85,11.1,16.89,5.790000000000001
76.15,-49.55,-11.77,-5.16,6.609999999999999
76.15,-28.75,-11.22,-4.88,6.340000000000001
76.15,-27.95,-9.29,-3.78,5.51
76.95,-119.15,12.76,17.99,5.229999999999999
76.95,-59.15,-8.46,-1.57,6.890000000000001
76.95,-58.35,-7.36,-2.13,5.23
77.75,16.05,2.83,8.9,6.07
77.75,16.85,0.91,6.69,5.78
77.75,21.65,4.76,12.2,7.4399999999999995
77.75,22.45,5.87,11.1,5.2299999999999995
78.55,14.45,7.52,14.41,6.890000000000001
78.55,16.85,2.83,9.45,6.619999999999999
79.35,13.65,-0.2,6.69,6.890000000000001
79.35,14.45,-0.2,8.9,9.1
79.35,15.25,2.83,11.93,9.1
79.35,16.05,2.28,10.55,8.270000000000001
80.15,22.45,0.35,5.87,5.5200000000000005
80.95,-24.75,8.07,13.58,5.51
81.75,-28.75,3.11,9.72,6.610000000000001
82.55,-35.95,-3.5,1.73,5.23
82.55,-34.35,6.14,13.58,7.44
82.55,-32.75,7.52,12.76,5.24
82.55,-31.95,5.87,14.69,8.82
82.55,-31.15,7.8,14.69,6.89
82.55,-30.35,9.72,14.96,5.24
82.55,-29.55,5.59,14.13,8.540000000000001
82.55,-28.75,3.11,13.58,10.47
82.55,-27.95,6.69,13.86,7.169999999999999
82.55,-27.15,5.59,13.03,7.4399999999999995
82.55,-26.35,5.04,15.24,10.2
82.55,-25.55,5.59,13.58,7.99
82.55,-23.95,8.35,14.13,5.780000000000001
83.35,-31.15,3.39,9.45,6.059999999999999
